,"ID","elevation","gridID","island","year",".geo","reference_new","reference_old","strata","upland_old","upland_new"
0,4102765,600,9748513,"viti","2007-2008","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.7188928572262,-17.77061266007084]}",112,112,112,1,1
1,7707115,678,14441310,"viti","2007-2008","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.9684448431546,-18.01127132468646]}",112,112,112,1,1
2,3494720,698,8917407,"viti","2007-2008","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.7113470088396,-17.727763021018347]}",112,112,112,1,1
3,3834508,950,9381303,"viti","2007-2008","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.99889773128626,-17.750400566178158]}",112,112,112,1,1
4,1584163,718,6103840,"viti","2006-2007","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.86145549281594,-17.581966450405744]}",112,112,112,1,1
5,2932481,752,8155785,"viti","2006-2007","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.01614538474132,-17.68706933864773]}",112,112,112,1,1
6,556072,652,3932214,"viti","2006-2007","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.07408672056704,-17.46904821919192]}",112,112,112,1,1
7,3058720,706,8328025,"viti","2006-2007","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.63723599789972,-17.697579627471924]}",112,112,112,1,1
8,2993754,753,8238952,"viti","2006-2007","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.73533202692556,-17.69272872493768]}",112,112,112,1,1
9,5293311,979,11290606,"viti","2006-2007","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.97787715363785,-17.848766089789237]}",112,112,112,1,1
10,1113281,624,5168248,"viti","2013-2014","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.05576108877102,-17.53291843589281]}",112,112,112,1,1
11,2789070,698,7965000,"viti","2013-2014","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.6129814852285,-17.678984501090653]}",112,112,112,1,1
12,5058073,595,10990603,"viti","2013-2014","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.92586469868735,-17.83367439301604]}",112,112,112,1,1
13,5935913,671,12114902,"viti","2013-2014","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.5464163226752,-17.892963201767927]}",112,112,112,1,1
14,7918791,729,14704012,"viti","2013-2014","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.8840930379758,-18.02528504311873]}",112,112,112,1,1
15,4072897,890,9707256,"viti","2013-2014","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.95173617886996,-17.76737872504802]}",112,112,112,1,1
16,3155503,687,8459539,"viti","2008-2009","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.64127841667823,-17.704316992102818]}",112,112,112,1,1
17,3909999,682,9485308,"viti","2008-2009","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.66095152140048,-17.75713793080905]}",112,112,112,1,1
18,5907231,679,12078327,"viti","2008-2009","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.61567643108083,-17.891076739671277]}",112,112,112,1,1
19,1952890,1155,6767183,"viti","2008-2009","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.02665567356553,-17.615383778974987]}",112,112,112,1,1
20,3736328,913,9249756,"viti","2008-2009","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.98569249660966,-17.743663201547264]}",112,112,112,1,1
21,2660134,799,7798036,"viti","2015-2016","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.99647228001913,-17.668743706851686]}",112,112,112,1,1
22,8248180,735,15098041,"viti","2015-2016","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.75069321828403,-18.04603612618189]}",112,112,112,1,1
23,1725973,644,6377407,"viti","2015-2016","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.87493022207775,-17.59598016883801]}",112,112,112,1,1
24,5555241,643,11628004,"viti","2015-2016","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.1923948434856,-17.864935764903393]}",112,112,112,1,1
25,1481445,682,5899483,"viti","2015-2016","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.0827105472946,-17.570378183240607]}",112,112,112,1,1
26,4095662,781,9738614,"viti","2015-2016","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.89460332679994,-17.76926518714467]}",112,112,112,1,1
27,5157814,914,11117264,"viti","2009-2010","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.04498130536155,-17.83960327389123]}",112,112,112,1,1
28,5801114,768,11942757,"viti","2009-2010","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.95281415721092,-17.88245291294372]}",112,112,112,1,1
29,2620176,742,7745596,"viti","2009-2010","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.04174737033873,-17.66577926641409]}",112,112,112,1,1
30,4072611,669,9706970,"viti","2009-2010","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.87088780329918,-17.767648219633244]}",112,112,112,1,1
31,7820379,636,14582571,"viti","2009-2010","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.75338816413637,-18.01962565682878]}",112,112,112,1,1
32,6541899,616,12911671,"viti","2009-2010","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.25707354394217,-17.93069244370095]}",112,112,112,1,1
33,3467860,851,8880174,"viti","2005-2006","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.59465585343247,-17.726146053506923]}",112,112,112,1,1
34,1305897,1052,5546760,"viti","2005-2006","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.9970112691896,-17.55259154061504]}",112,112,112,1,1
35,5817700,1096,11963878,"viti","2005-2006","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.97572119695593,-17.883530891284664]}",112,112,112,1,1
36,2786237,754,7961021,"viti","2011-2012","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.97545170237072,-17.677098038994004]}",112,112,112,1,1
37,7971227,730,14767158,"viti","2011-2012","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.89136939177712,-18.028518978141562]}",112,112,112,1,1
38,1541386,728,6019680,"viti","2011-2012","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.86145549281594,-17.577654537041965]}",112,112,112,1,1
39,4006656,729,9616795,"viti","2011-2012","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.65717859720718,-17.763875295439945]}",112,112,112,1,1
40,5364479,833,11380681,"viti","2011-2012","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.1632894282801,-17.852539013982536]}",112,112,112,1,1
41,3262979,637,8601623,"viti","2011-2012","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.65933455388904,-17.71159334590419]}",112,112,112,1,1
42,2610788,992,7733437,"viti","2011-2012","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.57821668373305,-17.667126739340276]}",112,112,112,1,1
43,2838593,784,8029461,"viti","2010-2011","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.99242986124057,-17.680601468602063]}",112,112,112,1,1
44,6132539,626,12372821,"viti","2010-2011","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.5970813046996,-17.906168436444474]}",112,112,112,1,1
45,2757956,653,7924485,"viti","2010-2011","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.05576108877102,-17.674942082312114]}",112,112,112,1,1
46,3580716,643,9038115,"viti","2010-2011","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.63454105204738,-17.734230891064]}",112,112,112,1,1
47,2091241,719,6988185,"viti","2010-2011","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.0498322078958,-17.6267025515549]}",112,112,112,1,1
48,2303430,727,7303522,"viti","2010-2011","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.97545170237072,-17.64341121583952]}",112,112,112,1,1
49,5405228,991,11432740,"viti","2010-2011","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.0099470092809,-17.85604244359061]}",112,112,112,1,1
50,1606918,618,6147595,"viti","2012-2013","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.33495747907534,-17.581427461235265]}",112,112,112,1,1
51,8920019,637,15920127,"viti","2012-2013","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.18350152217278,-18.086190819382026]}",112,112,112,1,1
52,2192885,694,7142051,"viti","2012-2013","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.4246991759589,-17.63209244325961]}",112,112,112,1,1
53,5211198,607,11185714,"viti","2012-2013","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.064923904669,-17.842837208914048]}",112,112,112,1,1
54,7359512,907,13989469,"viti","2012-2013","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.11531939210812,-17.987286306600467]}",112,112,112,1,1
55,7490006,695,14162642,"viti","2012-2013","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.99997570962717,-17.99671861708373]}",112,112,112,1,1
56,404408,748,8,"vanua","2007-2008","{""geodesic"":false,""type"":""Point"",""coordinates"":[-179.95539864614346,-16.866188832019304]}",112,112,112,1,1
57,365419,653,8,"vanua","2006-2007","{""geodesic"":false,""type"":""Point"",""coordinates"":[-179.93033564971654,-16.841664824762844]}",112,112,112,1,1
58,16942488,605,6,"vanua","2006-2007","{""geodesic"":false,""type"":""Point"",""coordinates"":[179.42263762508725,-16.67323070899043]}",112,112,112,1,1
59,13941899,629,9,"vanua","2006-2007","{""geodesic"":false,""type"":""Point"",""coordinates"":[179.8174471924578,-16.561120961532325]}",112,112,112,1,1
60,20815998,679,1,"vanua","2006-2007","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.72356867098546,-16.818488290432555]}",112,112,112,1,1
61,15308161,656,6,"vanua","2013-2014","{""geodesic"":false,""type"":""Point"",""coordinates"":[179.32993148776615,-16.616097856920433]}",112,112,112,1,1
62,374338,822,8,"vanua","2013-2014","{""geodesic"":false,""type"":""Point"",""coordinates"":[-179.9481222923421,-16.847324211052793]}",112,112,112,1,1
63,14791104,769,4,"vanua","2013-2014","{""geodesic"":false,""type"":""Point"",""coordinates"":[179.2574374443377,-16.598311214294867]}",112,112,112,1,1
64,15399566,759,6,"vanua","2013-2014","{""geodesic"":false,""type"":""Point"",""coordinates"":[179.3876033290066,-16.618523308187562]}",112,112,112,1,1
65,21636914,584,1,"vanua","2012-2013","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.75644701038425,-16.847324211052793]}",112,112,112,1,1
66,24012473,810,8,"vanua","2012-2013","{""geodesic"":false,""type"":""Point"",""coordinates"":[179.98426434071882,-16.917662297799353]}",112,112,112,1,1
67,23738799,660,8,"vanua","2012-2013","{""geodesic"":false,""type"":""Point"",""coordinates"":[179.9632437630704,-16.908229987316105]}",112,112,112,1,1
68,24217615,773,8,"vanua","2015-2016","{""geodesic"":false,""type"":""Point"",""coordinates"":[179.96809466560467,-16.925208146185966]}",112,112,112,1,1
69,12823609,735,6,"vanua","2015-2016","{""geodesic"":false,""type"":""Point"",""coordinates"":[179.51076235445942,-16.525278181695953]}",112,112,112,1,1
70,23754129,838,8,"vanua","2015-2016","{""geodesic"":false,""type"":""Point"",""coordinates"":[179.9998950266625,-16.908229987316105]}",112,112,112,1,1
71,24141657,783,8,"vanua","2008-2009","{""geodesic"":false,""type"":""Point"",""coordinates"":[179.97995242735504,-16.922513200333597]}",112,112,112,1,1
72,23708424,812,8,"vanua","2008-2009","{""geodesic"":false,""type"":""Point"",""coordinates"":[179.97025062228653,-16.90715200897516]}",112,112,112,1,1
73,23640056,986,8,"vanua","2008-2009","{""geodesic"":false,""type"":""Point"",""coordinates"":[179.97941343818457,-16.904457063122805]}",112,112,112,1,1
74,21028946,647,1,"vanua","2008-2009","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.76534033169702,-16.825764644233928]}",112,112,112,1,1
75,292636,646,8,"vanua","2008-2009","{""geodesic"":false,""type"":""Point"",""coordinates"":[-179.94973925985352,-16.803127099074118]}",112,112,112,1,1
76,14821649,595,6,"vanua","2005-2006","{""geodesic"":false,""type"":""Point"",""coordinates"":[179.2981311267083,-16.599119698050572]}",112,112,112,1,1
77,14684639,705,4,"vanua","2005-2006","{""geodesic"":false,""type"":""Point"",""coordinates"":[179.23911181254164,-16.594807784686807]}",112,112,112,1,1
78,14228938,674,6,"vanua","2005-2006","{""geodesic"":false,""type"":""Point"",""coordinates"":[179.32292462855003,-16.577560131231706]}",112,112,112,1,1
79,21180963,528,1,"vanua","2014-2015","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.77019123423128,-16.83115453593865]}",112,112,112,1,1
80,366243,842,8,"vanua","2014-2015","{""geodesic"":false,""type"":""Point"",""coordinates"":[-179.9510867327797,-16.84247330851855]}",112,112,112,1,1
81,341543,770,8,"vanua","2014-2015","{""geodesic"":false,""type"":""Point"",""coordinates"":[-179.93114413347223,-16.827920600915817]}",112,112,112,1,1
82,20656419,608,1,"vanua","2014-2015","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.72949755186067,-16.812828904142606]}",112,112,112,1,1
83,21332936,645,1,"vanua","2014-2015","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.76264538584468,-16.83654442764336]}",112,112,112,1,1
84,324210,933,8,"vanua","2014-2015","{""geodesic"":false,""type"":""Point"",""coordinates"":[-179.92575424176752,-16.81821879584733]}",112,112,112,1,1
85,15026834,647,6,"vanua","2009-2010","{""geodesic"":false,""type"":""Point"",""coordinates"":[179.29408870792975,-16.606396051851945]}",112,112,112,1,1
86,20808396,667,1,"vanua","2009-2010","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.72302968181498,-16.81821879584733]}",112,112,112,1,1
87,23776952,749,8,"vanua","2009-2010","{""geodesic"":false,""type"":""Point"",""coordinates"":[-179.99366687724697,-16.90903847107181]}",112,112,112,1,1
88,17208413,708,6,"vanua","2009-2010","{""geodesic"":false,""type"":""Point"",""coordinates"":[179.4016170474389,-16.68293251405892]}",112,112,112,1,1
89,354690,757,8,"vanua","2009-2010","{""geodesic"":false,""type"":""Point"",""coordinates"":[-179.93464756308032,-16.835466449302416]}",112,112,112,1,1
90,15665585,940,6,"vanua","2011-2012","{""geodesic"":false,""type"":""Point"",""coordinates"":[179.39299322071133,-16.62795561867081]}",112,112,112,1,1
91,21446760,535,1,"vanua","2011-2012","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.71305838216125,-16.84112583559238]}",112,112,112,1,1
92,14753127,715,4,"vanua","2011-2012","{""geodesic"":false,""type"":""Point"",""coordinates"":[179.26390531438335,-16.596963741368683]}",112,112,112,1,1
93,14874682,754,4,"vanua","2010-2011","{""geodesic"":false,""type"":""Point"",""coordinates"":[179.25123906887728,-16.60127565473246]}",112,112,112,1,1
94,23282827,627,8,"vanua","2010-2011","{""geodesic"":false,""type"":""Point"",""coordinates"":[179.97105910604222,-16.89206031220195]}",112,112,112,1,1
95,304752,769,11,"vanua","2010-2011","{""geodesic"":false,""type"":""Point"",""coordinates"":[-179.90931507206813,-16.8082474961936]}",112,112,112,1,1
96,15923961,732,6,"vanua","2010-2011","{""geodesic"":false,""type"":""Point"",""coordinates"":[179.38625585608042,-16.637387929154073]}",112,112,112,1,1
97,3044479,775,8308184,"viti","2007-2008","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.9762601861264,-17.69515417620481]}",112,112,712,1,1
98,2128781,641,7046210,"viti","2007-2008","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.09645477114162,-17.629397497407254]}",112,112,712,1,1
99,2994732,835,8239962,"viti","2007-2008","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.02099628727558,-17.691381252011496]}",112,112,712,1,1
100,4617335,640,10417133,"viti","2006-2007","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.88894394051,-17.80429948322532]}",112,112,712,1,1
101,1386850,1087,5709965,"viti","2006-2007","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.03797444614543,-17.560945872757344]}",112,112,712,1,1
102,4922523,677,10811860,"viti","2006-2007","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.9533531463814,-17.824242082532777]}",112,112,712,1,1
103,2259190,793,7240438,"viti","2013-2014","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.98569249660966,-17.639907786231447]}",112,112,712,1,1
104,6021811,752,12225432,"viti","2013-2014","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.56635892198267,-17.898622588057876]}",112,112,712,1,1
105,2516768,792,7603465,"viti","2008-2009","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.01048599845137,-17.658502912612732]}",112,112,712,1,1
106,7652435,859,14372728,"viti","2008-2009","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.91131199108457,-18.008037389663627]}",112,112,712,1,1
107,3525454,894,8960455,"viti","2015-2016","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.98542300202445,-17.728571504774052]}",112,112,712,1,1
108,2796002,636,7973348,"viti","2005-2006","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.4864134359779,-17.674672587726874]}",112,112,712,1,1
109,2744333,749,7907084,"viti","2011-2012","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.5973507992848,-17.67602006065306]}",112,112,712,1,1
110,2639883,550,7771478,"viti","2010-2011","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.92370874200543,-17.66766572851074]}",112,112,712,1,1
111,1946567,845,6756762,"viti","2010-2011","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.05441361584485,-17.614575295219282]}",112,112,712,1,1
112,3036872,880,8297754,"viti","2010-2011","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.00186217172381,-17.69434569244909]}",112,112,712,1,1
113,5185776,626,11153363,"viti","2012-2013","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.84097390433806,-17.842298219743583]}",112,112,712,1,1
114,430774,677,3606222,"viti","2012-2013","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.11019899498865,-17.452070060322058]}",112,112,712,1,1
115,7590018,737,14293433,"viti","2012-2013","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.7992022436265,-18.004533960055568]}",112,112,712,1,1
116,16205218,628,6,"vanua","2005-2006","{""geodesic"":false,""type"":""Point"",""coordinates"":[179.40242553119458,-16.64708973422256]}",112,112,712,1,1
117,21272100,669,1,"vanua","2005-2006","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.75240459160568,-16.83438847096147]}",112,112,712,1,1
118,21294901,632,1,"vanua","2005-2006","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.75267408619095,-16.83519695471719]}",112,112,712,1,1
119,14738136,732,6,"vanua","2006-2007","{""geodesic"":false,""type"":""Point"",""coordinates"":[179.32265513396476,-16.595616268442512]}",112,112,712,1,1
120,13028817,739,6,"vanua","2006-2007","{""geodesic"":false,""type"":""Point"",""coordinates"":[179.51318780572655,-16.53255453549731]}",112,112,712,1,1
121,9366013,664,6,"vanua","2006-2007","{""geodesic"":false,""type"":""Point"",""coordinates"":[179.62260260733228,-16.40050218873175]}",112,112,712,1,1
122,280293,730,8,"vanua","2006-2007","{""geodesic"":false,""type"":""Point"",""coordinates"":[-179.92656272552324,-16.79719821819893]}",112,112,712,1,1
123,14776242,659,6,"vanua","2006-2007","{""geodesic"":false,""type"":""Point"",""coordinates"":[179.35256903292594,-16.596694246783457]}",112,112,712,1,1
124,15331168,769,6,"vanua","2006-2007","{""geodesic"":false,""type"":""Point"",""coordinates"":[179.38814231817707,-16.616097856920433]}",112,112,712,1,1
125,23716012,721,8,"vanua","2006-2007","{""geodesic"":false,""type"":""Point"",""coordinates"":[179.9670166872637,-16.9074215035604]}",112,112,712,1,1
126,16143568,807,4,"vanua","2006-2007","{""geodesic"":false,""type"":""Point"",""coordinates"":[179.1636533286756,-16.647628723393026]}",112,112,712,1,1
127,21104951,662,1,"vanua","2006-2007","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.7666878046232,-16.828459590086283]}",112,112,712,1,1
128,24164534,624,8,"vanua","2013-2014","{""geodesic"":false,""type"":""Point"",""coordinates"":[-179.9985177797812,-16.923052189504077]}",112,112,712,1,1
129,450389,654,3658670,"viti","2013-2014","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.06707986135092,-17.455034500759652]}",112,112,777,1,1
130,2064212,1027,6945956,"viti","2009-2010","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.00752155801376,-17.62481608945825]}",112,112,777,1,1
131,886705,598,4678737,"viti","2005-2006","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.9619769731089,-17.508124934051125]}",112,112,777,1,1
132,343482,620,11,"vanua","2013-2014","{""geodesic"":false,""type"":""Point"",""coordinates"":[-179.91793889879568,-16.828729084671522]}",112,112,777,1,1
133,449747,661,8,"vanua","2015-2016","{""geodesic"":false,""type"":""Point"",""coordinates"":[-179.97992265339994,-16.90310959019662]}",112,112,777,1,1
134,15316268,703,6,"vanua","2014-2015","{""geodesic"":false,""type"":""Point"",""coordinates"":[179.4724941233559,-16.614480889409023]}",112,112,777,1,1
135,300758,752,11,"vanua","2010-2011","{""geodesic"":false,""type"":""Point"",""coordinates"":[-179.90769810455672,-16.806091539511712]}",112,112,777,1,1
136,291553,763,8,"vanua","2010-2011","{""geodesic"":false,""type"":""Point"",""coordinates"":[-179.92737120927893,-16.802049120733173]}",112,112,777,1,1
137,1943452,793,6751596,"viti","2007-2008","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.08109357978316,-17.614305800634042]}",112,112,172,1,1
138,1949874,793,6762116,"viti","2007-2008","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.08109357978316,-17.614844789804522]}",112,112,172,1,1
139,458329,614,3679709,"viti","2007-2008","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.06681036676565,-17.456112479100597]}",112,112,172,1,1
140,2285163,651,7277591,"viti","2007-2008","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.079746106857,-17.64152475374287]}",112,112,172,1,1
141,2505675,789,7587680,"viti","2007-2008","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.00886903094,-17.657694428857013]}",112,112,172,1,1
142,6967929,861,13473645,"viti","2007-2008","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.01776235225276,-17.961145331832597]}",112,112,172,1,1
143,393267,625,3506162,"viti","2006-2007","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.07624267724896,-17.446949663202574]}",112,112,172,1,1
144,6025937,806,12230774,"viti","2013-2014","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.589535456313,-17.898892082643115]}",112,112,172,1,1
145,2524017,605,7613720,"viti","2008-2009","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.9355665037558,-17.659580890953663]}",112,112,172,1,1
146,1959306,609,6777382,"viti","2008-2009","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.93583599834108,-17.616461757315932]}",112,112,172,1,1
147,7690190,728,14420092,"viti","2015-2016","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.91804935571548,-18.010462840930757]}",112,112,172,1,1
148,4310518,1070,10028360,"viti","2015-2016","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.02099628727558,-17.78354840016216]}",112,112,172,1,1
149,1927476,787,6725314,"viti","2015-2016","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.08621397690268,-17.612958327707872]}",112,112,172,1,1
150,5339171,940,11348657,"viti","2009-2010","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.031776070685,-17.851461035641606]}",112,112,172,1,1
151,4057281,635,9685854,"viti","2009-2010","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.84932823648035,-17.76683973587754]}",112,112,172,1,1
152,3160587,645,8465898,"viti","2005-2006","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.95200567345518,-17.703239013761873]}",112,112,172,1,1
153,5227450,923,11206649,"viti","2011-2012","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.0352795002931,-17.844184681840233]}",112,112,172,1,1
154,5970274,763,12158652,"viti","2011-2012","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.01937931976414,-17.893232696353152]}",112,112,172,1,1
155,1464684,913,5867421,"viti","2010-2011","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.94095639546055,-17.569569699484887]}",112,112,172,1,1
156,7602335,816,14309226,"viti","2010-2011","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.8029751678198,-18.005342443811273]}",112,112,172,1,1
157,4930493,603,10822376,"viti","2012-2013","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.95227516804044,-17.824781071703256]}",112,112,172,1,1
158,16135967,822,4,"vanua","2007-2008","{""geodesic"":false,""type"":""Point"",""coordinates"":[179.16338383409038,-16.647359228807787]}",112,112,172,1,1
159,15338761,740,6,"vanua","2007-2008","{""geodesic"":false,""type"":""Point"",""coordinates"":[179.38625585608042,-16.616367351505673]}",112,112,172,1,1
160,280294,730,8,"vanua","2007-2008","{""geodesic"":false,""type"":""Point"",""coordinates"":[-179.926293230938,-16.79719821819893]}",112,112,172,1,1
161,326711,905,11,"vanua","2007-2008","{""geodesic"":false,""type"":""Point"",""coordinates"":[-179.91928637172185,-16.819296774188274]}",112,112,172,1,1
162,333500,901,8,"vanua","2007-2008","{""geodesic"":false,""type"":""Point"",""coordinates"":[-179.9284491876199,-16.823339192966813]}",112,112,172,1,1
163,14783387,619,4,"vanua","2007-2008","{""geodesic"":false,""type"":""Point"",""coordinates"":[179.22455910493892,-16.598311214294867]}",112,112,172,1,1
164,15657999,930,6,"vanua","2011-2012","{""geodesic"":false,""type"":""Point"",""coordinates"":[179.39703563948984,-16.62768612408557]}",112,112,172,1,1
165,4034382,662,9654302,"viti","2006-2007","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.85175368774748,-17.76495327378089]}",777,777,712,1,1
166,1953165,775,6767458,"viti","2011-2012","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.1042701141135,-17.614844789804522]}",777,777,712,1,1
167,1227140,881,5394289,"viti","2010-2011","{""geodesic"":false,""type"":""Point"",""coordinates"":[178.0164148793266,-17.544776197643202]}",777,777,712,1,1
168,403133,735,8,"vanua","2010-2011","{""geodesic"":false,""type"":""Point"",""coordinates"":[-179.95378167863205,-16.8653803482636]}",777,777,712,1,1
169,341105,668,11,"vanua","2010-2011","{""geodesic"":false,""type"":""Point"",""coordinates"":[-179.92090333923326,-16.827651106330578]}",777,777,712,1,1
170,328180,882,11,"vanua","2010-2011","{""geodesic"":false,""type"":""Point"",""coordinates"":[-179.9195558663071,-16.82010525794398]}",777,777,712,1,1
171,297801,808,8,"vanua","2010-2011","{""geodesic"":false,""type"":""Point"",""coordinates"":[-179.93060514430178,-16.805283055756007]}",777,777,712,1,1
172,350501,646,8,"vanua","2010-2011","{""geodesic"":false,""type"":""Point"",""coordinates"":[-179.9249457580118,-16.8330409980353]}",777,777,712,1,1
173,4060743,637,9690748,"viti","2007-2008","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.74584231574977,-17.76737872504802]}",777,777,777,1,1
174,1795888,700,6503681,"viti","2007-2008","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.88463202714627,-17.602448038883665]}",777,777,777,1,1
175,844040,679,4584021,"viti","2006-2007","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.95200567345518,-17.503274031516867]}",777,777,777,1,1
176,2919845,643,8139019,"viti","2006-2007","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.7372184890222,-17.687338833232957]}",777,777,777,1,1
177,3607981,633,9075896,"viti","2006-2007","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.90646108855032,-17.735039374819706]}",777,777,777,1,1
178,1600259,746,6135446,"viti","2013-2014","{""geodesic"":false,""type"":""Point"",""coordinates"":[177.87466072749254,-17.583583417917154]}",777,777,777,1,1
